Lead ID,Signup Date,Channel,Campaign,Device,Region,Funnel Stage Reached,Days to Convert,Plan,Deal Value
LD1807,2024-02-11,Email Marketing,Monthly Newsletter,Mobile,Latin America,MQL,,,
LD6532,2024-11-03,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD6333,2024-11-07,Organic Search,Landing Page SEO,Mobile,North America,Lead,,,
LD5069,2024-09-19,Organic Search,Landing Page SEO,Desktop,Europe,Lead,,,
LD3109,2024-05-16,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD6747,2024-11-22,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Lead,,,
LD7725,2024-12-16,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD3235,2024-05-08,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD1964,2024-03-16,Organic Search,Landing Page SEO,Tablet,North America,MQL,,,
LD5495,2024-09-16,Referral,Partner Program,Tablet,Europe,SQL,,,
LD3633,2024-06-03,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD1705,2024-02-28,Social Media,Facebook Ads,Mobile,Latin America,Lead,,,
LD1432,2024-01-13,Direct,Direct / Type-in,Mobile,Asia Pacific,MQL,,,
LD5389,2024-09-12,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,SQL,,,
LD1146,2024-01-08,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD3034,2024-05-12,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD6693,2024-11-01,Email Marketing,Promo Blast,Tablet,Europe,MQL,,,
LD2166,2024-03-28,Social Media,Instagram Ads,Desktop,North America,MQL,,,
LD4501,2024-08-04,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD3051,2024-05-09,Organic Search,Landing Page SEO,Desktop,Asia Pacific,Lead,,,
LD4761,2024-08-10,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD3625,2024-06-08,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD5485,2024-09-03,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD5436,2024-09-11,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD6785,2024-11-05,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD6691,2024-11-22,Social Media,Instagram Ads,Mobile,Asia Pacific,Lead,,,
LD5362,2024-09-16,Email Marketing,Promo Blast,Mobile,Latin America,Lead,,,
LD3425,2024-05-13,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,Lead,,,
LD2263,2024-03-26,Email Marketing,Promo Blast,Mobile,Asia Pacific,MQL,,,
LD2772,2024-04-03,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,MQL,,,
LD4512,2024-08-07,Organic Search,Landing Page SEO,Desktop,Asia Pacific,MQL,,,
LD1272,2024-01-06,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD5793,2024-10-15,Paid Search,Google Ads - Generic,Desktop,North America,MQL,,,
LD7754,2024-12-11,Direct,Direct / Type-in,Mobile,Asia Pacific,Lead,,,
LD1245,2024-01-27,Email Marketing,Promo Blast,Tablet,North America,Lead,,,
LD7580,2024-12-17,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD5573,2024-09-13,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD3033,2024-05-12,Organic Search,Blog SEO,Mobile,Europe,Customer,10.0,Basic,678.73
LD7249,2024-12-08,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD6360,2024-11-16,Organic Search,Landing Page SEO,Mobile,Asia Pacific,Lead,,,
LD1814,2024-02-19,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD4811,2024-08-26,Email Marketing,Monthly Newsletter,Desktop,Europe,Customer,18.0,Enterprise,7343.15
LD6508,2024-11-09,Paid Search,Google Ads - Generic,Mobile,North America,MQL,,,
LD2805,2024-04-10,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD6762,2024-11-07,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD5347,2024-09-22,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD3462,2024-05-27,Referral,Affiliate Program,Tablet,Asia Pacific,MQL,,,
LD1546,2024-02-15,Organic Search,Landing Page SEO,Tablet,Asia Pacific,SQL,,,
LD4242,2024-07-12,Social Media,LinkedIn Ads,Tablet,Asia Pacific,Lead,,,
LD1739,2024-02-08,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD1311,2024-01-28,Email Marketing,Promo Blast,Tablet,North America,MQL,,,
LD4522,2024-08-14,Organic Search,Landing Page SEO,Desktop,North America,SQL,,,
LD2132,2024-03-08,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD7678,2024-12-19,Referral,Affiliate Program,Mobile,Asia Pacific,SQL,,,
LD5112,2024-09-27,Organic Search,Blog SEO,Tablet,North America,Lead,,,
LD3770,2024-06-22,Social Media,Facebook Ads,Mobile,Asia Pacific,MQL,,,
LD1921,2024-02-01,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD4588,2024-08-18,Paid Search,Google Ads - Brand,Tablet,North America,Lead,,,
LD4960,2024-08-02,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD1039,2024-01-13,Organic Search,Landing Page SEO,Mobile,Asia Pacific,MQL,,,
LD5460,2024-09-21,Referral,Partner Program,Desktop,North America,Lead,,,
LD5279,2024-09-13,Social Media,LinkedIn Ads,Desktop,Europe,Lead,,,
LD3984,2024-06-23,Referral,Partner Program,Desktop,Europe,Lead,,,
LD7768,2024-12-17,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD6218,2024-10-17,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD3668,2024-06-02,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD4224,2024-07-05,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD2183,2024-03-12,Social Media,LinkedIn Ads,Desktop,Asia Pacific,Lead,,,
LD1615,2024-02-05,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD7659,2024-12-18,Referral,Partner Program,Mobile,Asia Pacific,MQL,,,
LD2467,2024-03-16,Direct,Direct / Type-in,Mobile,North America,MQL,,,
LD5498,2024-09-08,Referral,Partner Program,Mobile,North America,SQL,,,
LD4043,2024-07-16,Organic Search,Blog SEO,Desktop,Asia Pacific,Lead,,,
LD1935,2024-02-25,Direct,Direct / Type-in,Mobile,North America,SQL,,,
LD3420,2024-05-16,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD6086,2024-10-20,Email Marketing,Promo Blast,Desktop,Asia Pacific,SQL,,,
LD7118,2024-12-23,Organic Search,Landing Page SEO,Mobile,North America,Lead,,,
LD6496,2024-11-25,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD5823,2024-10-09,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD1827,2024-02-07,Referral,Partner Program,Desktop,North America,MQL,,,
LD2522,2024-04-12,Organic Search,Blog SEO,Mobile,Europe,Customer,34.0,Enterprise,14032.17
LD3931,2024-06-23,Referral,Affiliate Program,Desktop,North America,Customer,49.0,Pro,1587.27
LD5233,2024-09-22,Social Media,Facebook Ads,Mobile,Asia Pacific,MQL,,,
LD1629,2024-02-04,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD5431,2024-09-21,Email Marketing,Promo Blast,Mobile,North America,SQL,,,
LD4854,2024-08-03,Email Marketing,Promo Blast,Mobile,Latin America,Lead,,,
LD1391,2024-01-17,Referral,Affiliate Program,Mobile,Asia Pacific,Customer,31.0,Pro,2383.46
LD5346,2024-09-14,Email Marketing,Promo Blast,Mobile,North America,SQL,,,
LD7612,2024-12-24,Referral,Affiliate Program,Desktop,Latin America,MQL,,,
LD4991,2024-08-14,Direct,Direct / Type-in,Mobile,Asia Pacific,Lead,,,
LD1401,2024-01-23,Referral,Partner Program,Desktop,Latin America,SQL,,,
LD5807,2024-10-10,Paid Search,Google Ads - Generic,Mobile,North America,MQL,,,
LD6136,2024-10-04,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD6479,2024-11-09,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,Lead,,,
LD4360,2024-07-13,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD1047,2024-01-03,Organic Search,Blog SEO,Desktop,Latin America,Lead,,,
LD7506,2024-12-05,Email Marketing,Monthly Newsletter,Mobile,Europe,SQL,,,
LD7683,2024-12-26,Referral,Partner Program,Mobile,Europe,MQL,,,
LD4643,2024-08-13,Paid Search,Google Ads - Generic,Tablet,Asia Pacific,MQL,,,
LD4727,2024-08-06,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD6209,2024-10-10,Referral,Partner Program,Desktop,North America,MQL,,,
LD7584,2024-12-06,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD3422,2024-05-22,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD2751,2024-04-14,Email Marketing,Promo Blast,Mobile,Europe,SQL,,,
LD7558,2024-12-16,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD6558,2024-11-22,Paid Search,Google Ads - Generic,Tablet,Asia Pacific,SQL,,,
LD5063,2024-09-11,Organic Search,Blog SEO,Mobile,Latin America,Lead,,,
LD1339,2024-01-04,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD1216,2024-01-08,Social Media,Facebook Ads,Desktop,Europe,SQL,,,
LD4664,2024-08-19,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Customer,59.0,Enterprise,19759.2
LD2342,2024-03-03,Referral,Partner Program,Desktop,North America,MQL,,,
LD7200,2024-12-17,Organic Search,Blog SEO,Mobile,Asia Pacific,MQL,,,
LD4895,2024-08-21,Referral,Partner Program,Mobile,Europe,Customer,43.0,Pro,2893.48
LD4641,2024-08-10,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD1330,2024-01-13,Email Marketing,Promo Blast,Tablet,Europe,MQL,,,
LD6336,2024-11-09,Organic Search,Landing Page SEO,Mobile,North America,Lead,,,
LD4005,2024-06-13,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD7478,2024-12-05,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD4116,2024-07-15,Organic Search,Blog SEO,Tablet,Europe,Lead,,,
LD7561,2024-12-07,Email Marketing,Monthly Newsletter,Desktop,Europe,SQL,,,
LD3323,2024-05-05,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD5198,2024-09-22,Paid Search,Google Ads - Generic,Desktop,Latin America,Lead,,,
LD4550,2024-08-26,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD2459,2024-03-24,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD1172,2024-01-01,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD5204,2024-09-04,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD6680,2024-11-04,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD4570,2024-08-26,Organic Search,Blog SEO,Tablet,North America,Lead,,,
LD5227,2024-09-05,Social Media,Facebook Ads,Mobile,North America,MQL,,,
LD6159,2024-10-05,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD7496,2024-12-01,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD6591,2024-11-11,Paid Search,Google Ads - Generic,Desktop,North America,MQL,,,
LD1939,2024-02-02,Direct,Direct / Type-in,Desktop,North America,MQL,,,
LD1061,2024-01-28,Organic Search,Landing Page SEO,Desktop,Asia Pacific,SQL,,,
LD2241,2024-03-09,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD6137,2024-10-25,Referral,Partner Program,Mobile,Europe,Lead,,,
LD6669,2024-11-21,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD3121,2024-05-11,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,Lead,,,
LD2525,2024-04-22,Organic Search,Landing Page SEO,Tablet,North America,MQL,,,
LD1154,2024-01-08,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,MQL,,,
LD1482,2024-02-18,Organic Search,Blog SEO,Desktop,North America,SQL,,,
LD5461,2024-09-25,Referral,Affiliate Program,Mobile,North America,Lead,,,
LD4921,2024-08-21,Referral,Partner Program,Mobile,Europe,SQL,,,
LD2763,2024-04-07,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD1751,2024-02-27,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD2786,2024-04-03,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD5502,2024-09-03,Referral,Partner Program,Mobile,Europe,Lead,,,
LD5854,2024-10-19,Social Media,Instagram Ads,Tablet,Europe,Lead,,,
LD3712,2024-06-10,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD6481,2024-11-27,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD5194,2024-09-20,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD2334,2024-03-20,Referral,Partner Program,Desktop,Latin America,Customer,71.0,Basic,1051.79
LD7034,2024-11-26,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD3855,2024-06-26,Email Marketing,Promo Blast,Mobile,Asia Pacific,MQL,,,
LD1187,2024-01-04,Social Media,Facebook Ads,Desktop,Europe,Lead,,,
LD2137,2024-03-18,Social Media,Facebook Ads,Tablet,North America,Lead,,,
LD3059,2024-05-09,Organic Search,Landing Page SEO,Mobile,Europe,Lead,,,
LD6682,2024-11-08,Social Media,Instagram Ads,Mobile,Latin America,Lead,,,
LD1149,2024-01-24,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD5125,2024-09-16,Organic Search,Blog SEO,Tablet,North America,Lead,,,
LD5890,2024-10-21,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD4364,2024-07-17,Email Marketing,Promo Blast,Mobile,Latin America,Lead,,,
LD5789,2024-10-09,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD3867,2024-06-24,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD4777,2024-08-27,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,SQL,,,
LD2387,2024-03-18,Referral,Affiliate Program,Mobile,Europe,Lead,,,
LD7407,2024-12-25,Social Media,LinkedIn Ads,Mobile,Europe,Lead,,,
LD6614,2024-11-13,Social Media,Instagram Ads,Mobile,North America,Lead,,,
LD4630,2024-08-28,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD7101,2024-12-04,Organic Search,Blog SEO,Mobile,Asia Pacific,Customer,27.0,Basic,1354.68
LD5798,2024-10-06,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD4029,2024-06-02,Direct,Direct / Type-in,Desktop,Europe,MQL,,,
LD3970,2024-06-03,Referral,Affiliate Program,Desktop,Latin America,MQL,,,
LD6894,2024-11-06,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD2709,2024-04-03,Social Media,Facebook Ads,Desktop,North America,Lead,,,
LD3954,2024-06-09,Referral,Partner Program,Desktop,North America,Lead,,,
LD1455,2024-01-09,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD1610,2024-02-26,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD5264,2024-09-01,Social Media,LinkedIn Ads,Tablet,Asia Pacific,MQL,,,
LD5827,2024-10-09,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD6750,2024-11-25,Email Marketing,Monthly Newsletter,Tablet,North America,MQL,,,
LD3075,2024-05-14,Organic Search,Blog SEO,Desktop,Asia Pacific,Lead,,,
LD5053,2024-09-03,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD6515,2024-11-26,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD2623,2024-04-20,Paid Search,Google Ads - Generic,Desktop,Latin America,Lead,,,
LD5684,2024-10-04,Organic Search,Blog SEO,Desktop,North America,MQL,,,
LD6939,2024-11-26,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD1041,2024-01-19,Organic Search,Blog SEO,Mobile,North America,Lead,,,
LD3090,2024-05-11,Organic Search,Blog SEO,Desktop,Latin America,Lead,,,
LD4925,2024-08-03,Referral,Partner Program,Mobile,Asia Pacific,SQL,,,
LD3176,2024-05-06,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,Lead,,,
LD1075,2024-01-05,Organic Search,Blog SEO,Desktop,Latin America,Lead,,,
LD6427,2024-11-21,Organic Search,Landing Page SEO,Desktop,Latin America,Lead,,,
LD7691,2024-12-22,Referral,Partner Program,Mobile,North America,MQL,,,
LD3658,2024-06-22,Paid Search,Google Ads - Generic,Desktop,North America,MQL,,,
LD4181,2024-07-03,Paid Search,Google Ads - Generic,Tablet,North America,Lead,,,
LD3077,2024-05-05,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD1442,2024-01-15,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD3052,2024-05-21,Organic Search,Landing Page SEO,Mobile,North America,MQL,,,
LD3542,2024-05-14,Direct,Direct / Type-in,Desktop,North America,SQL,,,
LD2302,2024-03-18,Email Marketing,Monthly Newsletter,Tablet,Asia Pacific,Lead,,,
LD4431,2024-07-26,Referral,Partner Program,Desktop,North America,Customer,62.0,Basic,1184.27
LD2305,2024-03-19,Email Marketing,Monthly Newsletter,Tablet,Europe,Lead,,,
LD1237,2024-01-12,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD6654,2024-11-23,Social Media,Facebook Ads,Mobile,Europe,Lead,,,
LD3600,2024-06-02,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD5617,2024-09-05,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD3574,2024-06-20,Organic Search,Blog SEO,Desktop,Latin America,Lead,,,
LD4281,2024-07-08,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD4187,2024-07-26,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD4954,2024-08-05,Direct,Direct / Type-in,Mobile,Asia Pacific,MQL,,,
LD3769,2024-06-01,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD5832,2024-10-11,Paid Search,Google Ads - Generic,Tablet,North America,MQL,,,
LD5224,2024-09-16,Social Media,Facebook Ads,Desktop,Asia Pacific,Lead,,,
LD3107,2024-05-25,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD3680,2024-06-04,Paid Search,Google Ads - Generic,Mobile,Europe,MQL,,,
LD3762,2024-06-12,Social Media,LinkedIn Ads,Desktop,Latin America,MQL,,,
LD5689,2024-10-19,Organic Search,Blog SEO,Desktop,North America,MQL,,,
LD6400,2024-11-13,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD2388,2024-03-11,Referral,Partner Program,Desktop,Latin America,SQL,,,
LD7363,2024-12-24,Social Media,LinkedIn Ads,Desktop,North America,SQL,,,
LD7135,2024-12-22,Organic Search,Landing Page SEO,Desktop,North America,MQL,,,
LD7545,2024-12-27,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD6001,2024-10-19,Email Marketing,Monthly Newsletter,Tablet,North America,Customer,75.0,Pro,3067.51
LD2280,2024-03-26,Email Marketing,Promo Blast,Mobile,Asia Pacific,Lead,,,
LD7050,2024-11-08,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD7646,2024-12-26,Referral,Affiliate Program,Desktop,Asia Pacific,MQL,,,
LD2556,2024-04-04,Organic Search,Landing Page SEO,Mobile,North America,MQL,,,
LD7130,2024-12-07,Organic Search,Blog SEO,Desktop,Asia Pacific,SQL,,,
LD4191,2024-07-16,Paid Search,Google Ads - Generic,Desktop,Latin America,MQL,,,
LD5567,2024-09-07,Direct,Direct / Type-in,Tablet,North America,MQL,,,
LD5803,2024-10-21,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD7358,2024-12-22,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD5842,2024-10-26,Social Media,Instagram Ads,Desktop,Latin America,MQL,,,
LD4595,2024-08-07,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD2921,2024-04-21,Referral,Partner Program,Mobile,Europe,Lead,,,
LD1514,2024-02-12,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD5178,2024-09-22,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD2309,2024-03-13,Email Marketing,Promo Blast,Desktop,Latin America,Customer,18.0,Basic,1452.16
LD1915,2024-02-10,Direct,Direct / Type-in,Desktop,North America,MQL,,,
LD4453,2024-07-07,Direct,Direct / Type-in,Mobile,Asia Pacific,Customer,69.0,Pro,1779.25
LD4696,2024-08-01,Social Media,Instagram Ads,Mobile,Europe,Lead,,,
LD5243,2024-09-23,Social Media,Instagram Ads,Desktop,Latin America,Lead,,,
LD4157,2024-07-21,Paid Search,Google Ads - Brand,Mobile,Asia Pacific,Lead,,,
LD3199,2024-05-09,Paid Search,Google Ads - Brand,Mobile,North America,MQL,,,
LD1775,2024-02-12,Email Marketing,Promo Blast,Mobile,North America,SQL,,,
LD5426,2024-09-26,Email Marketing,Promo Blast,Desktop,Europe,SQL,,,
LD1944,2024-02-08,Direct,Direct / Type-in,Desktop,Asia Pacific,Customer,49.0,Pro,4588.41
LD1823,2024-02-24,Referral,Partner Program,Mobile,Europe,MQL,,,
LD6006,2024-10-11,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD5278,2024-09-02,Social Media,Facebook Ads,Mobile,Asia Pacific,Lead,,,
LD1165,2024-01-02,Paid Search,Google Ads - Generic,Mobile,North America,SQL,,,
LD5548,2024-09-08,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD4984,2024-08-12,Direct,Direct / Type-in,Tablet,Europe,Lead,,,
LD3539,2024-05-13,Direct,Direct / Type-in,Tablet,North America,Lead,,,
LD7469,2024-12-28,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD2312,2024-03-09,Email Marketing,Promo Blast,Tablet,Asia Pacific,SQL,,,
LD6208,2024-10-08,Referral,Partner Program,Desktop,North America,MQL,,,
LD7163,2024-12-14,Organic Search,Landing Page SEO,Desktop,Asia Pacific,Customer,38.0,Basic,1273.28
LD6384,2024-11-11,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD6656,2024-11-04,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD7292,2024-12-18,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD4301,2024-07-18,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD4311,2024-07-20,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD1328,2024-01-04,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD3491,2024-05-14,Referral,Affiliate Program,Desktop,Europe,MQL,,,
LD7351,2024-12-20,Social Media,LinkedIn Ads,Desktop,Asia Pacific,Lead,,,
LD5409,2024-09-15,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD1833,2024-02-08,Referral,Partner Program,Mobile,Europe,Lead,,,
LD4080,2024-07-09,Organic Search,Landing Page SEO,Tablet,Europe,Lead,,,
LD4463,2024-07-04,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD6298,2024-10-28,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD6940,2024-11-05,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD1055,2024-01-05,Organic Search,Blog SEO,Mobile,Europe,SQL,,,
LD5065,2024-09-16,Organic Search,Blog SEO,Desktop,Asia Pacific,SQL,,,
LD4452,2024-07-13,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD2902,2024-04-15,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD2482,2024-04-03,Organic Search,Blog SEO,Desktop,Europe,MQL,,,
LD5874,2024-10-10,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD5896,2024-10-10,Social Media,LinkedIn Ads,Tablet,Latin America,Lead,,,
LD5151,2024-09-10,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD4336,2024-07-09,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD5927,2024-10-12,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD1947,2024-03-26,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD4294,2024-07-28,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD3162,2024-05-03,Paid Search,Google Ads - Generic,Tablet,North America,Lead,,,
LD7568,2024-12-15,Email Marketing,Monthly Newsletter,Mobile,Europe,SQL,,,
LD6084,2024-10-12,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD6743,2024-11-27,Email Marketing,Promo Blast,Desktop,Latin America,MQL,,,
LD4058,2024-07-19,Organic Search,Landing Page SEO,Mobile,Europe,SQL,,,
LD6491,2024-11-10,Paid Search,Google Ads - Generic,Desktop,Latin America,Lead,,,
LD1769,2024-02-09,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD7373,2024-12-10,Social Media,LinkedIn Ads,Mobile,Europe,MQL,,,
LD4496,2024-08-28,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD1286,2024-01-09,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD7703,2024-12-18,Referral,Partner Program,Mobile,North America,MQL,,,
LD5525,2024-09-19,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD7029,2024-11-08,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD3333,2024-05-17,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Customer,64.0,Enterprise,10062.77
LD3718,2024-06-03,Paid Search,Google Ads - Generic,Mobile,North America,MQL,,,
LD3080,2024-05-10,Organic Search,Blog SEO,Mobile,North America,Lead,,,
LD4390,2024-07-15,Referral,Affiliate Program,Mobile,North America,SQL,,,
LD1723,2024-02-27,Email Marketing,Promo Blast,Mobile,Europe,SQL,,,
LD1952,2024-03-23,Organic Search,Landing Page SEO,Desktop,Europe,SQL,,,
LD6909,2024-11-12,Referral,Affiliate Program,Mobile,Europe,MQL,,,
LD3263,2024-05-04,Social Media,Instagram Ads,Tablet,North America,Lead,,,
LD1990,2024-03-19,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD4213,2024-07-06,Social Media,LinkedIn Ads,Tablet,Europe,Lead,,,
LD2760,2024-04-08,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD6571,2024-11-01,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD5423,2024-09-28,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,MQL,,,
LD6480,2024-11-18,Paid Search,Google Ads - Brand,Mobile,Europe,SQL,,,
LD2725,2024-04-05,Social Media,Instagram Ads,Desktop,North America,MQL,,,
LD6183,2024-10-18,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD1342,2024-01-18,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD4702,2024-08-09,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD5244,2024-09-23,Social Media,Facebook Ads,Mobile,Europe,MQL,,,
LD1689,2024-02-06,Social Media,LinkedIn Ads,Desktop,Europe,MQL,,,
LD4433,2024-07-07,Referral,Affiliate Program,Mobile,Europe,Lead,,,
LD6204,2024-10-26,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD5945,2024-10-14,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD1967,2024-03-13,Organic Search,Landing Page SEO,Desktop,North America,MQL,,,
LD7402,2024-12-01,Social Media,LinkedIn Ads,Tablet,Latin America,MQL,,,
LD3204,2024-05-09,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
